rgn_id,loiczid,prop_area_rgn,rgn_name,cell_area,sciname,iucn_sid,presence,prop_area_spp,subpop
6,57713,0.1,Strait of Georgia,1997.21,Actitis macularius,22693277,1,0.89,NA
6,57713,0.1,Strait of Georgia,1997.21,Anser caerulescens,22679896,1,0.89,NA
6,57713,0.1,Strait of Georgia,1997.21,Ardea herodias,22696998,1,0.83,NA
6,57713,0.1,Strait of Georgia,1997.21,Ardea herodias,22696998,1,0.02,NA
6,57713,0.1,Strait of Georgia,1997.21,Ardenna carneipes,22698188,1,0.11,NA
6,57713,0.1,Strait of Georgia,1997.21,Ardenna creatopus,22698195,1,0.11,NA
6,57713,0.1,Strait of Georgia,1997.21,Ardenna grisea,22698209,1,0.11,NA
6,57713,0.1,Strait of Georgia,1997.21,Ardenna tenuirostris,22698216,1,0.11,NA
6,57713,0.1,Strait of Georgia,1997.21,Arenaria melanocephala,22693341,1,0.71,NA
6,57713,0.1,Strait of Georgia,1997.21,Arenaria melanocephala,22693341,1,0.11,NA
6,57713,0.1,Strait of Georgia,1997.21,Aythya affinis,22680402,1,0.89,NA
6,57713,0.1,Strait of Georgia,1997.21,Aythya americana,22680367,1,0.89,NA
6,57713,0.1,Strait of Georgia,1997.21,Aythya marila,22680398,1,0.11,NA
6,57713,0.1,Strait of Georgia,1997.21,Aythya valisineria,22680364,1,0.87,NA
6,57713,0.1,Strait of Georgia,1997.21,Brachyramphus marmoratus,22694870,1,0.89,NA
6,57713,0.1,Strait of Georgia,1997.21,Brachyramphus marmoratus,22694870,1,0.11,NA
6,57713,0.1,Strait of Georgia,1997.21,Branta bernicla,22679946,1,0.6,NA
6,57713,0.1,Strait of Georgia,1997.21,Bucephala albeola,22680462,1,0.42,NA
6,57713,0.1,Strait of Georgia,1997.21,Bucephala albeola,22680462,1,0.57,NA
6,57713,0.1,Strait of Georgia,1997.21,Bucephala clangula,22680455,1,0.89,NA
6,57713,0.1,Strait of Georgia,1997.21,Bucephala islandica,22680459,1,0.89,NA
6,57713,0.1,Strait of Georgia,1997.21,Bucephala islandica,22680459,1,0.89,NA
6,57713,0.1,Strait of Georgia,1997.21,Bucephala islandica,22680459,1,0.11,NA
6,57713,0.1,Strait of Georgia,1997.21,Butorides striata,22728182,1,0.89,NA
6,57713,0.1,Strait of Georgia,1997.21,Calcarius lapponicus,22721033,1,0.89,NA
