nutr_pressure,rgn_id,Freq,year
0.0,1,1715,2002
1e-4,1,969,2002
2e-4,1,212,2002
3e-4,1,156,2002
4e-4,1,122,2002
5e-4,1,99,2002
6e-4,1,113,2002
7e-4,1,108,2002
8e-4,1,243,2002
9e-4,1,163,2002
0.001,1,49,2002
0.0011,1,47,2002
0.0012,1,38,2002
0.0013,1,37,2002
0.0014,1,34,2002
0.0015,1,30,2002
0.0016,1,32,2002
0.0017,1,32,2002
0.0018,1,38,2002
0.0019,1,16,2002
0.002,1,18,2002
0.0021,1,20,2002
0.0022,1,4,2002
0.0023,1,1,2002
0.0024,1,4,2002
0.0025,1,5,2002
0.0027,1,2,2002
0.0028,1,4,2002
0.0031,1,2,2002
NA,1,2382637,2002
0.0,2,1391,2002
1e-4,2,487,2002
2e-4,2,354,2002
3e-4,2,184,2002
4e-4,2,115,2002
5e-4,2,14,2002
6e-4,2,15,2002
7e-4,2,27,2002
8e-4,2,18,2002
9e-4,2,26,2002
0.001,2,14,2002
0.0011,2,22,2002
0.0012,2,20,2002
0.0013,2,17,2002
0.0014,2,29,2002
0.0015,2,8,2002
0.0016,2,26,2002
0.0017,2,19,2002
0.0018,2,11,2002
0.0019,2,24,2002
0.002,2,9,2002
0.0021,2,6,2002
0.0022,2,15,2002
0.0023,2,6,2002
0.0024,2,9,2002
0.0025,2,13,2002
0.0027,2,14,2002
0.0028,2,10,2002
0.0031,2,1,2002
0.0026,2,9,2002
0.0029,2,13,2002
0.003,2,22,2002
NA,2,5027077,2002
NA,7,31588950,2002
0.0,3,1863,2002
1e-4,3,535,2002
2e-4,3,165,2002
3e-4,3,21,2002
4e-4,3,3,2002
NA,3,2641388,2002
0.0,8,25,2002
1e-4,8,10,2002
2e-4,8,3,2002
NA,8,368537,2002
0.0,4,4061,2002
1e-4,4,473,2002
2e-4,4,397,2002
3e-4,4,53,2002
4e-4,4,43,2002
5e-4,4,33,2002
6e-4,4,47,2002
7e-4,4,48,2002
8e-4,4,50,2002
9e-4,4,51,2002
0.001,4,46,2002
0.0011,4,31,2002
0.0012,4,9,2002
0.0013,4,2,2002
0.0016,4,1,2002
0.0018,4,1,2002
0.0021,4,1,2002
0.0022,4,1,2002
0.0023,4,3,2002
0.0024,4,2,2002
0.0025,4,1,2002
0.0027,4,2,2002
0.0031,4,5,2002
0.003,4,1,2002
0.0032,4,4,2002
0.0033,4,2,2002
0.0035,4,1,2002
0.0036,4,1,2002
0.0037,4,1,2002
0.0038,4,1,2002
0.0039,4,3,2002
0.004,4,6,2002
0.0041,4,3,2002
0.0042,4,2,2002
0.0044,4,2,2002
0.0045,4,2,2002
0.0046,4,1,2002
0.0047,4,2,2002
0.0048,4,4,2002
0.0049,4,7,2002
0.005,4,7,2002
0.0051,4,4,2002
0.0053,4,1,2002
0.0054,4,1,2002
0.0055,4,1,2002
0.0056,4,3,2002
0.0057,4,9,2002
0.0058,4,6,2002
0.0059,4,5,2002
0.006,4,3,2002
0.0061,4,1,2002
0.0062,4,2,2002
0.0063,4,3,2002
0.0064,4,4,2002
0.0065,4,6,2002
0.0066,4,7,2002
0.0067,4,6,2002
0.0068,4,17,2002
0.0069,4,4,2002
0.007,4,3,2002
0.0071,4,2,2002
0.0072,4,2,2002
0.0073,4,6,2002
0.0074,4,8,2002
0.0075,4,8,2002
0.0076,4,5,2002
0.0077,4,16,2002
0.0078,4,1,2002
0.0079,4,2,2002
0.008,4,4,2002
0.0081,4,3,2002
0.0082,4,8,2002
0.0083,4,8,2002
0.0084,4,5,2002
0.0085,4,21,2002
0.0086,4,53,2002
0.0087,4,80,2002
0.0088,4,8,2002
NA,4,1975863,2002
0.0,6,6529,2002
1e-4,6,1638,2002
2e-4,6,1587,2002
3e-4,6,998,2002
4e-4,6,655,2002
5e-4,6,542,2002
6e-4,6,496,2002
7e-4,6,359,2002
8e-4,6,230,2002
9e-4,6,244,2002
0.001,6,235,2002
0.0011,6,220,2002
0.0012,6,227,2002
0.0013,6,132,2002
0.0014,6,128,2002
0.0015,6,99,2002
0.0016,6,114,2002
0.0017,6,133,2002
0.0018,6,124,2002
0.0019,6,169,2002
0.002,6,141,2002
0.0021,6,182,2002
0.0022,6,149,2002
0.0023,6,180,2002
0.0024,6,66,2002
0.0025,6,129,2002
0.0027,6,97,2002
0.0028,6,89,2002
0.0031,6,233,2002
0.0026,6,112,2002
0.0029,6,100,2002
0.003,6,216,2002
0.0032,6,226,2002
0.0033,6,234,2002
0.0035,6,291,2002
0.0036,6,249,2002
0.0037,6,142,2002
0.0038,6,328,2002
0.0039,6,38,2002
0.004,6,25,2002
0.0041,6,27,2002
0.0042,6,33,2002
0.0044,6,46,2002
0.0045,6,38,2002
