rgn_id,landuse,rgn_name,area_per_year_km2,year,area_tot_km2,area_landuse_km2,pct_cover
1,cropland,North Coast,0.0,2005,3813.7400000000002,0.0,0.0
1,urban,North Coast,0.0,2005,3813.7400000000002,4.09,0.1072438079155894
2,cropland,Haida Gwaii,0.0,2005,2533.9500000000003,0.0,0.0
2,urban,Haida Gwaii,0.0,2005,2533.9500000000003,0.65,0.025651650585054954
3,cropland,Central Coast,0.0,2005,3592.02,0.0,0.0
3,urban,Central Coast,0.0,2005,3592.02,0.0,0.0
4,cropland,North Vancouver Island,0.0,2005,3645.9300000000003,1.96,0.05375857462979267
4,urban,North Vancouver Island,0.018000000000000002,2005,3645.9300000000003,5.93,0.16264711609932167
5,cropland,West Vancouver Island,0.0,2005,2033.88,0.36,0.01770015930143371
5,urban,West Vancouver Island,0.0,2005,2033.88,44.69,2.1972781088363127
6,cropland,Strait of Georgia,0.076,2005,2643.79,33.67,1.2735504711039836
6,urban,Strait of Georgia,0.012,2005,2643.79,136.6,5.166824899103181
8,cropland,Aristazabal Island,0.0,2005,268.11,0.0,0.0
8,urban,Aristazabal Island,0.0,2005,268.11,0.0,0.0
1,cropland,North Coast,0.0,2010,3813.7400000000002,0.0,0.0
1,urban,North Coast,0.0,2010,3813.7400000000002,4.09,0.1072438079155894
2,cropland,Haida Gwaii,0.0,2010,2533.9500000000003,0.0,0.0
2,urban,Haida Gwaii,0.0,2010,2533.9500000000003,0.65,0.025651650585054954
3,cropland,Central Coast,0.0,2010,3592.02,0.0,0.0
3,urban,Central Coast,0.0,2010,3592.02,0.0,0.0
4,cropland,North Vancouver Island,0.0,2010,3645.9300000000003,1.96,0.05375857462979267
4,urban,North Vancouver Island,0.018000000000000002,2010,3645.9300000000003,6.0200000000000005,0.16511562207722036
5,cropland,West Vancouver Island,0.0,2010,2033.88,0.36,0.01770015930143371
5,urban,West Vancouver Island,0.0,2010,2033.88,44.69,2.1972781088363127
6,cropland,Strait of Georgia,0.076,2010,2643.79,34.05,1.2879237760941677
6,urban,Strait of Georgia,0.012,2010,2643.79,136.66,5.169094368312158
8,cropland,Aristazabal Island,0.0,2010,268.11,0.0,0.0
8,urban,Aristazabal Island,0.0,2010,268.11,0.0,0.0
