repo,dir,level,readme,html,rmd,rmd_path,rmd_title,rmd_summary,rmd_summary_length,rmd_summary_issue
~/github/ohibc,/home/ohara/github/ohibc/calc_ohibc,1,NA,calc_scores_ohibc.html,calc_scores_ohibc.Rmd,/home/ohara/github/ohibc/calc_ohibc/calc_scores_ohibc.Rmd,OHIBC: Calculate All Scores,"NA",NA,TRUE
~/github/ohibc,/home/ohara/github/ohibc/calc_ohibc,1,NA,NA,plot_scores_ohibc.Rmd,/home/ohara/github/ohibc/calc_ohibc/plot_scores_ohibc.Rmd,OHIBC: Plot Scores,"NA",NA,TRUE
~/github/ohibc,/home/ohara/github/ohibc/calc_ohibc/region2016/conf,3,NA,NA,goals.Rmd,/home/ohara/github/ohibc/calc_ohibc/region2016/conf/goals.Rmd,NA,"NA",NA,TRUE
~/github/ohibc,/home/ohara/github/ohibc/calc_ohibc/region2017/conf,3,NA,NA,goals.Rmd,/home/ohara/github/ohibc/calc_ohibc/region2017/conf/goals.Rmd,NA,"NA",NA,TRUE
~/github/ohibc,/home/ohara/github/ohibc/miscR,1,NA,sf_vs_sp.html,sf_vs_sp.Rmd,/home/ohara/github/ohibc/miscR/sf_vs_sp.Rmd,sf vs sp spatial packages,"NA",NA,TRUE
~/github/ohibc,/home/ohara/github/ohibc/miscR/bcmca,2,NA,NA,1_bcmca_filenames.Rmd,/home/ohara/github/ohibc/miscR/bcmca/1_bcmca_filenames.Rmd,"BCMCA datasets: import, raster, display","NA",NA,TRUE
~/github/ohibc,/home/ohara/github/ohibc/miscR/bcmca,2,NA,NA,2_bcmca_shp_fixes.Rmd,/home/ohara/github/ohibc/miscR/bcmca/2_bcmca_shp_fixes.Rmd,"BCMCA datasets: import, raster, display","NA",NA,TRUE
~/github/ohibc,/home/ohara/github/ohibc/miscR/bcmca,2,NA,NA,3_bcmca_rasterize.Rmd,/home/ohara/github/ohibc/miscR/bcmca/3_bcmca_rasterize.Rmd,"BCMCA datasets: import, raster, display","NA",NA,TRUE
~/github/ohibc,/home/ohara/github/ohibc/miscR/rdme_gen,2,readme_df.csv,rdme_generator.html,rdme_generator.Rmd,/home/ohara/github/ohibc/miscR/rdme_gen/rdme_generator.Rmd,OHIBC: readme.md generator,"Walks through file structure of OHIBC and checks to see whether folders have a readme.  Eventually, will generate a readme for each folder based on a template.",159,FALSE
~/github/ohibc,/home/ohara/github/ohibc/prep/ao/v2017,3,"README.md, README_test.md",ao_closures_prep.html,ao_closures_prep.rmd,/home/ohara/github/ohibc/prep/ao/v2017/ao_closures_prep.rmd,OHIBC: Shellfish contamination closures prep,This data is incorporated into the OHI British Columbia Clean Waters (CW) goal and the Artisanal Opportunities (AO) goal.,121,FALSE
~/github/ohibc,/home/ohara/github/ohibc/prep/ao/v2017,3,"README.md, README_test.md",ao_goal_est.html,ao_goal_est.Rmd,/home/ohara/github/ohibc/prep/ao/v2017/ao_goal_est.Rmd,OHIBC: AO goal prep,Estimate the goal components for AO goal for OHIBC,50,TRUE
~/github/ohibc,/home/ohara/github/ohibc/prep/ao/v2017,3,"README.md, README_test.md",ao_herringspawn_prep.html,ao_herringspawn_prep.rmd,/home/ohara/github/ohibc/prep/ao/v2017/ao_herringspawn_prep.rmd,OHIBC: herring spawn index prep,This data is incorporated into the OHI British Columbia First Nations Resource Access and Opportunities (AO) goal.,114,FALSE
~/github/ohibc,/home/ohara/github/ohibc/prep/ao/v2017,3,"README.md, README_test.md",ao_licenses_prep.html,ao_licenses_prep.rmd,/home/ohara/github/ohibc/prep/ao/v2017/ao_licenses_prep.rmd,OHIBC: Fishing licenses prep,This data is incorporated into the OHI British Columbia First Nations Resource Access and Opportunities (AO) goal.,114,FALSE
~/github/ohibc,/home/ohara/github/ohibc/prep/cw/v2017,3,README_test.md,cw_chem_prep.html,cw_chem_prep.rmd,/home/ohara/github/ohibc/prep/cw/v2017/cw_chem_prep.rmd,OHIBC: CW chemical layers prep,"These data were prepared for the global 2016 assessment.  For each layer, we are simply reprojecting the data to the BC EEZ and rescaling to the local 99.99th percentile.

The Status of chemical pollution was measured via four global datasets: land-based organic from agricultural pesticide use (reported to FAO), inorganic pollution from runoff from impervious surfaces, and ocean-based pollution from commercial shipping and ports.

The shipping, ports and harbors, and inorganic pollution have not changed over time.  However, the organic (pesticide) pollution is updated yearly, with the most recent data from 2013.  The raw shipping, ports and harbors, and inorganic pollution data are located [here](https://knb.ecoinformatics.org/",737,FALSE
~/github/ohibc,/home/ohara/github/ohibc/prep/cw/v2017,3,README_test.md,cw_goal_est.html,cw_goal_est.rmd,/home/ohara/github/ohibc/prep/cw/v2017/cw_goal_est.rmd,OHIBC: Clean Waters goal prep,"This script pulls together data from the four components of Clean Waters and outputs layers for toolbox:

* chemical pollution, which includes land-based organic chemicals (pesticides), land-based inorganic chemicals (impervious surface runoff), and ocean-based pollution from shipping and harbors.
    * processed by `cw_chem_prep.Rmd`; log-transformed and normalized by 99.99%tile within EEZ.
    * as in the global analysis, this is assessed using the 3 nm coastal buffer zone.
    * details: 
        * years       : 2002 - 2013
        * resolution  : 1000, 1000  (x, y) in m
        * coord. ref. : `+proj=aea +lat_1=50 +lat_2=58.5 +lat_0=45 +lon_0=-126 +x_0=1000000 +y_0=0 +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs` 
        * values      : 0, 2.889625  (min, max) (for first layer)
* nutrient pollution, which includes nutrient runoff from agriculture
    * processed by `cw_nutrient_prep.Rmd`; log-transformed and normalized by 99.99%tile within EEZ.
    * as in the global analysis, this is assessed at the 3 nm coastal buffer zone.
    * details: 
        * years       : 2002 - 2013
        * resolution  : 1000, 1000  (x, y) in m
        * coord. ref. : `+proj=aea +lat_1=50 +lat_2=58.5 +lat_0=45 +lon_0=-126 +x_0=1000000 +y_0=0 +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs` 
        * values      : 0, 1  (min, max)
* marine debris, which includes marine plastics debris surface density by mass
    * processed by `cw_trash_prep.Rmd`; log-transformed and normalized by 99.99%tile within __NE Pacific__ rather than BC EEZ.
    * as in the global analysis, this is assessed across the entire EEZ.
    * details: 
        * years       : no time series
        * resolution  : 1000, 1000  (x, y) in m
        * coord. ref. : `+proj=aea +lat_1=50 +lat_2=58.5 +lat_0=45 +lon_0=-126 +x_0=1000000 +y_0=0 +ellps=GRS80 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs` 
        * values      : 0.2782703, 1  (min, max)

* pathogens, from population density without improved wastewater treatment
    * processed by `cw_pathogens.Rmd`
    * assessed by OHIBC region, population density in watersheds defined by OHIBC inland regions
    * details:
        * years      : 2001 - 2016
        * resolution : OHIBC region
        * coord. ref : NA
        * values     : 2.319416e-06 to 0.126338567

This script pulls in finalized raster layers for each component, determines a score for each component by OHIBC region, then determines the overall score using a geometric mean calculation.",2501,FALSE
~/github/ohibc,/home/ohara/github/ohibc/prep/cw/v2017,3,README_test.md,cw_nutrient_prep.html,cw_nutrient_prep.rmd,/home/ohara/github/ohibc/prep/cw/v2017/cw_nutrient_prep.rmd,OHIBC: CW nutrient/fertilizer layers prep,This data was used in the Clean Waters goal in OHI 2015,55,TRUE
