iucn_sid,rgn_id,spp_area,spp_pct_area,spatial_source,am_sid,sciname
2474.0,1,8038.783,1.0,iucn,ITS-Mam-180524,Balaenoptera acutorostrata
2474.0,2,6745.5387,1.0,iucn,ITS-Mam-180524,Balaenoptera acutorostrata
2474.0,3,4959.877100000001,0.9888098244518034,iucn,ITS-Mam-180524,Balaenoptera acutorostrata
2474.0,4,6030.4542,0.9565686763628459,iucn,ITS-Mam-180524,Balaenoptera acutorostrata
2474.0,5,4549.2066,1.0,iucn,ITS-Mam-180524,Balaenoptera acutorostrata
2474.0,6,4960.4766,0.7917490122244039,iucn,ITS-Mam-180524,Balaenoptera acutorostrata
2474.0,8,900.4326,1.0,iucn,ITS-Mam-180524,Balaenoptera acutorostrata
2475.0,1,8038.783,1.0,iucn,ITS-Mam-180526,Balaenoptera borealis
2475.0,2,6745.5387,1.0,iucn,ITS-Mam-180526,Balaenoptera borealis
2475.0,3,5016.007100000001,0.9999999999999999,iucn,ITS-Mam-180526,Balaenoptera borealis
2475.0,4,6304.2564,1.0,iucn,ITS-Mam-180526,Balaenoptera borealis
2475.0,5,4549.2066,1.0,iucn,ITS-Mam-180526,Balaenoptera borealis
2475.0,6,6265.2135,1.0,iucn,ITS-Mam-180526,Balaenoptera borealis
2475.0,8,900.4326,1.0,iucn,ITS-Mam-180526,Balaenoptera borealis
2477.0,1,8038.783,1.0,iucn,ITS-Mam-180528,Balaenoptera musculus
2477.0,2,6745.5387,1.0,iucn,ITS-Mam-180528,Balaenoptera musculus
2477.0,3,5016.007100000001,0.9999999999999999,iucn,ITS-Mam-180528,Balaenoptera musculus
2477.0,4,6304.2564,1.0,iucn,ITS-Mam-180528,Balaenoptera musculus
2477.0,5,4549.2066,1.0,iucn,ITS-Mam-180528,Balaenoptera musculus
2477.0,6,6265.2135,1.0,iucn,ITS-Mam-180528,Balaenoptera musculus
2477.0,8,900.4326,1.0,iucn,ITS-Mam-180528,Balaenoptera musculus
2478.0,1,8038.783,1.0,iucn,ITS-Mam-180527,Balaenoptera physalus
2478.0,2,6745.5387,1.0,iucn,ITS-Mam-180527,Balaenoptera physalus
2478.0,3,5016.007100000001,0.9999999999999999,iucn,ITS-Mam-180527,Balaenoptera physalus
2478.0,4,6304.2564,1.0,iucn,ITS-Mam-180527,Balaenoptera physalus
2478.0,5,4549.2066,1.0,iucn,ITS-Mam-180527,Balaenoptera physalus
2478.0,6,6265.2135,1.0,iucn,ITS-Mam-180527,Balaenoptera physalus
2478.0,8,900.4326,1.0,iucn,ITS-Mam-180527,Balaenoptera physalus
2636.0,2,2199.6989,0.3260968467944599,iucn,Fis-55409,Bathyraja abyssicola
2636.0,3,117.3438,0.023393866408203446,iucn,Fis-55409,Bathyraja abyssicola
2636.0,4,533.6658,0.08465166486566122,iucn,Fis-55409,Bathyraja abyssicola
2636.0,5,1924.8744000000002,0.4231231001907014,iucn,Fis-55409,Bathyraja abyssicola
2763.0,1,8038.783,1.0,iucn,ITS-Mam-180496,Berardius bairdii
2763.0,2,6745.5387,1.0,iucn,ITS-Mam-180496,Berardius bairdii
2763.0,3,5016.007100000001,0.9999999999999999,iucn,ITS-Mam-180496,Berardius bairdii
2763.0,4,6304.2564,1.0,iucn,ITS-Mam-180496,Berardius bairdii
2763.0,5,4549.2066,1.0,iucn,ITS-Mam-180496,Berardius bairdii
2763.0,6,6265.2135,1.0,iucn,ITS-Mam-180496,Berardius bairdii
2763.0,8,900.4326,1.0,iucn,ITS-Mam-180496,Berardius bairdii
3590.0,1,8038.783,1.0,iucn,ITS-Mam-180627,Callorhinus ursinus
3590.0,2,6745.5387,1.0,iucn,ITS-Mam-180627,Callorhinus ursinus
3590.0,3,5016.007100000001,0.9999999999999999,iucn,ITS-Mam-180627,Callorhinus ursinus
