iucn_sid,am_sid,rgn_id,spp_area,spp_pct_area,spatial_source
2474,ITS-Mam-180524,1,17534.3932,1,iucn
2474,ITS-Mam-180524,2,45877.5851,1,iucn
2474,ITS-Mam-180524,3,20214.6727,0.99723,iucn
2474,ITS-Mam-180524,4,13405.5046,0.97998,iucn
2474,ITS-Mam-180524,5,28129.1749,1,iucn
2474,ITS-Mam-180524,6,6369.1813,0.78071,iucn
2474,ITS-Mam-180524,7,314618.9427,1,iucn
2474,ITS-Mam-180524,8,3187.6686,1,iucn
2475,ITS-Mam-180526,1,17534.3932,1,iucn
2475,ITS-Mam-180526,2,45877.5851,1,iucn
2475,ITS-Mam-180526,3,20270.8027,1,iucn
2475,ITS-Mam-180526,4,13679.3068,1,iucn
2475,ITS-Mam-180526,5,28129.1749,1,iucn
2475,ITS-Mam-180526,6,8158.171,1,iucn
2475,ITS-Mam-180526,7,314618.9427,1,iucn
2475,ITS-Mam-180526,8,3187.6686,1,iucn
2477,ITS-Mam-180528,1,17534.3932,1,iucn
2477,ITS-Mam-180528,2,45877.5851,1,iucn
2477,ITS-Mam-180528,3,20270.8027,1,iucn
2477,ITS-Mam-180528,4,13679.3068,1,iucn
2477,ITS-Mam-180528,5,28129.1749,1,iucn
2477,ITS-Mam-180528,6,8158.171,1,iucn
2477,ITS-Mam-180528,7,314618.9427,1,iucn
2477,ITS-Mam-180528,8,3187.6686,1,iucn
2478,ITS-Mam-180527,1,17534.3932,1,iucn
2478,ITS-Mam-180527,2,45877.5851,1,iucn
2478,ITS-Mam-180527,3,20270.8027,1,iucn
2478,ITS-Mam-180527,4,13679.3068,1,iucn
2478,ITS-Mam-180527,5,28129.1749,1,iucn
2478,ITS-Mam-180527,6,8158.171,1,iucn
2478,ITS-Mam-180527,7,314618.9427,1,iucn
2478,ITS-Mam-180527,8,3187.6686,1,iucn
2636,Fis-55409,1,75.696,0.00432,iucn
2636,Fis-55409,2,24098.3699,0.52528,iucn
2636,Fis-55409,3,4114.2284,0.20296,iucn
2636,Fis-55409,4,3955.3523,0.28915,iucn
2636,Fis-55409,5,23522.0519,0.83622,iucn
2636,Fis-55409,7,199821.7983,0.63512,iucn
2636,Fis-55409,8,113.544,0.03562,iucn
2763,ITS-Mam-180496,1,17534.3932,1,iucn
2763,ITS-Mam-180496,2,45877.5851,1,iucn
2763,ITS-Mam-180496,3,20270.8027,1,iucn
2763,ITS-Mam-180496,4,13679.3068,1,iucn
2763,ITS-Mam-180496,5,28129.1749,1,iucn
2763,ITS-Mam-180496,6,8158.171,1,iucn
2763,ITS-Mam-180496,7,314618.9427,1,iucn
2763,ITS-Mam-180496,8,3187.6686,1,iucn
3590,ITS-Mam-180627,1,17534.3932,1,iucn
3590,ITS-Mam-180627,2,45877.5851,1,iucn
3590,ITS-Mam-180627,3,20270.8027,1,iucn
3590,ITS-Mam-180627,4,13679.3068,1,iucn
3590,ITS-Mam-180627,5,28129.1749,1,iucn
3590,ITS-Mam-180627,6,8158.171,1,iucn
3590,ITS-Mam-180627,7,314618.9427,1,iucn
3590,ITS-Mam-180627,8,3187.6686,1,iucn
3855,Fis-23071,1,17534.3932,1,iucn
3855,Fis-23071,2,45877.5851,1,iucn
3855,Fis-23071,3,20270.8027,1,iucn
3855,Fis-23071,4,13679.3068,1,iucn
3855,Fis-23071,5,28129.1749,1,iucn
3855,Fis-23071,6,8158.171,1,iucn
3855,Fis-23071,7,314618.9427,1,iucn
3855,Fis-23071,8,3187.6686,1,iucn
3897,Rep-2666,1,17498.7148,0.99797,iucn
3897,Rep-2666,2,45877.5851,1,iucn
3897,Rep-2666,3,20270.8027,1,iucn
3897,Rep-2666,4,13679.3068,1,iucn
3897,Rep-2666,5,27019.9305,0.96057,iucn
3897,Rep-2666,6,2432.4462,0.29816,iucn
3897,Rep-2666,7,314618.9427,1,iucn
3897,Rep-2666,8,3187.6686,1,iucn
4292,Fis-22747,1,17534.3932,1,iucn
4292,Fis-22747,2,45877.5851,1,iucn
4292,Fis-22747,3,20270.8027,1,iucn
4292,Fis-22747,4,13679.3068,1,iucn
4292,Fis-22747,5,28129.1749,1,iucn
4292,Fis-22747,6,8158.171,1,iucn
