"rgn_id","habitat","health"
1,"saltmarsh",0.5
1,"seagrass",1
1,"soft_bottom",1
1,"seaice_edge",0.906875978597667
1,"seaice_shoreline",0.924304935566197
2,"saltmarsh",0.5
2,"seagrass",1
2,"soft_bottom",1
2,"seaice_edge",0.906875978597667
2,"seaice_shoreline",0.924304935566197
3,"saltmarsh",0.5
3,"seagrass",1
3,"soft_bottom",1
3,"seaice_edge",0.906875978597667
3,"seaice_shoreline",0.924304935566197
4,"saltmarsh",0.5
4,"seagrass",1
4,"soft_bottom",1
4,"seaice_edge",0.906875978597667
4,"seaice_shoreline",0.924304935566197
5,"saltmarsh",0.5
5,"seagrass",1
5,"soft_bottom",1
5,"seaice_edge",0.906875978597667
5,"seaice_shoreline",0.924304935566197
6,"saltmarsh",0.5
6,"seagrass",1
6,"soft_bottom",1
6,"seaice_edge",0.906875978597667
6,"seaice_shoreline",0.924304935566197
7,"saltmarsh",0.5
7,"seagrass",1
7,"soft_bottom",1
7,"seaice_edge",0.906875978597667
7,"seaice_shoreline",0.924304935566197
8,"saltmarsh",0.5
8,"seagrass",1
8,"soft_bottom",1
8,"seaice_edge",0.906875978597667
8,"seaice_shoreline",0.924304935566197
