"run_id","run_date","file","type","commit_url","commit_author","commit_date","sys_info","ses_info","base_pkgs","attached_pkgs"
1,"Thu Oct  8 10:42:06 2015","/Volumes/data_edit/git-annex/globalprep/SPP_ICO/v2015/intermediate/spp_all.csv","input","no version control info found",NA,NA,"System: Darwin, Release: 14.5.0. Machine: x86_64. User: ohara.","R version: R version 3.2.2 (2015-08-14), Platform: x86_64-apple-darwin13.4.0, Running under: OS X 10.10.5 (Yosemite).","Attached base packages: stats, graphics, grDevices, utils, datasets, methods, base","Other attached packages: maptools_0.8-36, RColorBrewer_1.1-2, ggplot2_1.0.1, readr_0.1.1, stringr_1.0.0, tidyr_0.3.1, dplyr_0.4.3, data.table_1.9.6, raster_2.4-20, rgdal_1.0-4, sp_1.2-0"
1,"Thu Oct  8 10:42:06 2015","~/github/ohibc/spp_ico/v2016/int/cell_id_by_rgn.csv","input","https://github.com/OHI-Science/ohibc/commit/4dae997af003ad8b9701be554548be19c68460f5","Casey O'Hara <ohara@nceas.ucsb.edu>","  Wed Sep 30 10:22:10 2015 -0700","System: Darwin, Release: 14.5.0. Machine: x86_64. User: ohara.","R version: R version 3.2.2 (2015-08-14), Platform: x86_64-apple-darwin13.4.0, Running under: OS X 10.10.5 (Yosemite).","Attached base packages: stats, graphics, grDevices, utils, datasets, methods, base","Other attached packages: maptools_0.8-36, RColorBrewer_1.1-2, ggplot2_1.0.1, readr_0.1.1, stringr_1.0.0, tidyr_0.3.1, dplyr_0.4.3, data.table_1.9.6, raster_2.4-20, rgdal_1.0-4, sp_1.2-0"
1,"Thu Oct  8 10:42:06 2015","~/github/ohibc/regions/ohibc_rgn_wgs84.shp","input","https://github.com/OHI-Science/ohibc/commit/43ad53709c74ebbe2f3a2843b6099620f3062a67","Casey O'Hara <ohara@nceas.ucsb.edu>","  Tue Sep 29 12:18:24 2015 -0700","System: Darwin, Release: 14.5.0. Machine: x86_64. User: ohara.","R version: R version 3.2.2 (2015-08-14), Platform: x86_64-apple-darwin13.4.0, Running under: OS X 10.10.5 (Yosemite).","Attached base packages: stats, graphics, grDevices, utils, datasets, methods, base","Other attached packages: maptools_0.8-36, RColorBrewer_1.1-2, ggplot2_1.0.1, readr_0.1.1, stringr_1.0.0, tidyr_0.3.1, dplyr_0.4.3, data.table_1.9.6, raster_2.4-20, rgdal_1.0-4, sp_1.2-0"
1,"Thu Oct  8 10:42:06 2015","~/github/ohibc/spp_ico/v2016/int/am_cells_spp_prob0.csv","input","https://github.com/OHI-Science/ohibc/commit/43ad53709c74ebbe2f3a2843b6099620f3062a67","Casey O'Hara <ohara@nceas.ucsb.edu>","  Tue Sep 29 12:18:24 2015 -0700","System: Darwin, Release: 14.5.0. Machine: x86_64. User: ohara.","R version: R version 3.2.2 (2015-08-14), Platform: x86_64-apple-darwin13.4.0, Running under: OS X 10.10.5 (Yosemite).","Attached base packages: stats, graphics, grDevices, utils, datasets, methods, base","Other attached packages: maptools_0.8-36, RColorBrewer_1.1-2, ggplot2_1.0.1, readr_0.1.1, stringr_1.0.0, tidyr_0.3.1, dplyr_0.4.3, data.table_1.9.6, raster_2.4-20, rgdal_1.0-4, sp_1.2-0"
1,"Thu Oct  8 10:42:06 2015","~/github/ohibc/spp_ico/v2016/summary/spp_sum_am_cells.csv","input","https://github.com/OHI-Science/ohibc/commit/43ad53709c74ebbe2f3a2843b6099620f3062a67","Casey O'Hara <ohara@nceas.ucsb.edu>","  Tue Sep 29 12:18:24 2015 -0700","System: Darwin, Release: 14.5.0. Machine: x86_64. User: ohara.","R version: R version 3.2.2 (2015-08-14), Platform: x86_64-apple-darwin13.4.0, Running under: OS X 10.10.5 (Yosemite).","Attached base packages: stats, graphics, grDevices, utils, datasets, methods, base","Other attached packages: maptools_0.8-36, RColorBrewer_1.1-2, ggplot2_1.0.1, readr_0.1.1, stringr_1.0.0, tidyr_0.3.1, dplyr_0.4.3, data.table_1.9.6, raster_2.4-20, rgdal_1.0-4, sp_1.2-0"
1,"Thu Oct  8 10:42:06 2015","~/github/ohibc/spp_ico/v2016/summary/spp_sum_iucn_cells.csv","input","https://github.com/OHI-Science/ohibc/commit/43ad53709c74ebbe2f3a2843b6099620f3062a67","Casey O'Hara <ohara@nceas.ucsb.edu>","  Tue Sep 29 12:18:24 2015 -0700","System: Darwin, Release: 14.5.0. Machine: x86_64. User: ohara.","R version: R version 3.2.2 (2015-08-14), Platform: x86_64-apple-darwin13.4.0, Running under: OS X 10.10.5 (Yosemite).","Attached base packages: stats, graphics, grDevices, utils, datasets, methods, base","Other attached packages: maptools_0.8-36, RColorBrewer_1.1-2, ggplot2_1.0.1, readr_0.1.1, stringr_1.0.0, tidyr_0.3.1, dplyr_0.4.3, data.table_1.9.6, raster_2.4-20, rgdal_1.0-4, sp_1.2-0"
1,"Thu Oct  8 10:42:06 2015","~/github/ohibc/regions/ohibc_offshore_3nm_wgs84.shp","input","https://github.com/OHI-Science/ohibc/commit/43ad53709c74ebbe2f3a2843b6099620f3062a67","Casey O'Hara <ohara@nceas.ucsb.edu>","  Tue Sep 29 12:18:24 2015 -0700","System: Darwin, Release: 14.5.0. Machine: x86_64. User: ohara.","R version: R version 3.2.2 (2015-08-14), Platform: x86_64-apple-darwin13.4.0, Running under: OS X 10.10.5 (Yosemite).","Attached base packages: stats, graphics, grDevices, utils, datasets, methods, base","Other attached packages: maptools_0.8-36, RColorBrewer_1.1-2, ggplot2_1.0.1, readr_0.1.1, stringr_1.0.0, tidyr_0.3.1, dplyr_0.4.3, data.table_1.9.6, raster_2.4-20, rgdal_1.0-4, sp_1.2-0"
1,"Thu Oct  8 10:42:06 2015","/Volumes/data_edit/git-annex/globalprep/_raw_data/aquamaps/v2014/tables/hcaf.csv","input","no version control info found",NA,NA,"System: Darwin, Release: 14.5.0. Machine: x86_64. User: ohara.","R version: R version 3.2.2 (2015-08-14), Platform: x86_64-apple-darwin13.4.0, Running under: OS X 10.10.5 (Yosemite).","Attached base packages: stats, graphics, grDevices, utils, datasets, methods, base","Other attached packages: maptools_0.8-36, RColorBrewer_1.1-2, ggplot2_1.0.1, readr_0.1.1, stringr_1.0.0, tidyr_0.3.1, dplyr_0.4.3, data.table_1.9.6, raster_2.4-20, rgdal_1.0-4, sp_1.2-0"
1,"Thu Oct  8 10:42:06 2015","~/github/ohibc/spp_ico/data_prep_spp.Rmd","script","https://github.com/OHI-Science/ohibc/commit/5a8c37c7f407578ae5d8d81f1a5ba2fab0a92817","Casey O'Hara <ohara@nceas.ucsb.edu>","  Tue Oct 6 15:41:29 2015 -0700","System: Darwin, Release: 14.5.0. Machine: x86_64. User: ohara.","R version: R version 3.2.2 (2015-08-14), Platform: x86_64-apple-darwin13.4.0, Running under: OS X 10.10.5 (Yosemite).","Attached base packages: stats, graphics, grDevices, utils, datasets, methods, base","Other attached packages: maptools_0.8-36, RColorBrewer_1.1-2, ggplot2_1.0.1, readr_0.1.1, stringr_1.0.0, tidyr_0.3.1, dplyr_0.4.3, data.table_1.9.6, raster_2.4-20, rgdal_1.0-4, sp_1.2-0"
2,"Thu Oct  8 10:47:36 2015","/Volumes/data_edit/git-annex/globalprep/SPP_ICO/v2015/intermediate/spp_all.csv","input","no version control info found",NA,NA,"System: Darwin, Release: 14.5.0. Machine: x86_64. User: ohara.","R version: R version 3.2.2 (2015-08-14), Platform: x86_64-apple-darwin13.4.0, Running under: OS X 10.10.5 (Yosemite).","Attached base packages: stats, graphics, grDevices, utils, datasets, methods, base","Other attached packages: maptools_0.8-36, RColorBrewer_1.1-2, ggplot2_1.0.1, readr_0.1.1, stringr_1.0.0, tidyr_0.3.1, dplyr_0.4.3, data.table_1.9.6, raster_2.4-20, rgdal_1.0-4, sp_1.2-0"
