goal,model,lag,yrs,rgns,adj_r_squared,aic,model_error,intercept,factor_rgn_code_cc,factor_rgn_code_hg,factor_rgn_code_nc,factor_rgn_code_nv,factor_rgn_code_po,factor_rgn_code_sg,factor_rgn_code_wv,factor_year_2002,factor_year_2003,factor_year_2004,factor_year_2005,factor_year_2006,factor_year_2007,factor_year_2008,factor_year_2009,factor_year_2010,factor_year_2011,factor_year_2012,factor_year_2013,factor_year_2014,factor_year_2015,res_ecol,res_reg,res_soc,rmse,rsquared,mae,rmsesd,rsquaredsd,maesd
AO,d_prs ~ res_soc + factor(year) + factor(rgn_code),2,13,5,0.48631330422573094,-168.91781036861425,NA,-0.6072,NA,-0.0752,0.0052,-0.0058,NA,-0.0848,-0.0385,0.0827°,0.1384**,0.1597**,0.1064*,0.0425,-0.0662,-0.1133*,-0.1144*,-0.0026,0.0586,0.0550,0.0716,0.0349,NA,NA,NA,0.9315,0.09368912652088225,0.38514305020812223,0.07728468385658194,0.013373788805354241,0.1549019633614831,0.011831383742878322
AO,d_prs ~ res_reg + res_ecol + factor(year) + factor(rgn_code),2,13,6,0.4780509774159464,-183.70561135187754,NA,-23.2667,-0.7431,-0.7554,-0.0644,-0.6087,NA,-0.3205,-0.5104,0.0826°,0.1803**,0.1990***,0.1926°,0.0707,-0.0477,-0.0785,-0.0959*,0.0413,0.1125*,0.0930°,0.1037*,0.1060*,NA,27.7246,-0.0930,NA,0.09880931845501964,0.3757230861082037,0.08058337600240596,0.012480854962876023,0.1504931302800573,0.010642096677470453
AO,d_prs ~ res_reg + res_soc + factor(year) + factor(rgn_code),2,13,5,0.48975753080987294,-168.80578200047825,NA,-0.2344,NA,-0.0107,-0.0211,0.0128,NA,-0.0300,0.0164,0.0791°,0.1330**,0.1505**,0.0938°,0.0254,-0.0792,-0.1122*,-0.1092*,0.0116,0.0760,0.0790,0.0949°,0.0586,NA,NA,-0.0979,0.3347,0.09167573652797972,0.3815421806280715,0.0758971217927717,0.015090548671994402,0.19208956960010756,0.014142946086331959
AO,d_prs ~ res_ecol + res_soc + factor(year) + factor(rgn_code),2,13,5,0.4801720462334711,-167.2423860824881,NA,-17.4542,NA,-0.1040,0.5040,0.0639,NA,0.1951,0.0917,0.0834°,0.1556**,0.1776**,0.1554,0.0614,-0.0483,-0.0958,-0.1132*,0.0132,0.0737,0.0700,0.0662,0.0283,NA,19.4264,NA,1.0450,0.09678537536218797,0.35398976820465844,0.07940786684199747,0.013349904455185422,0.16653665853052516,0.013137865343328435
AO,d_prs ~ res_reg + res_ecol + res_soc + factor(year) + factor(rgn_code),2,13,5,0.4815542029636929,-166.81005757393123,NA,-2.3039,NA,-0.0154,0.0404,0.0210,NA,0.0032,0.0313,0.0792°,0.1352*,0.1529*,0.1000,0.0280,-0.0768,-0.1100°,-0.1091*,0.0133,0.0775,0.0804,0.0938°,0.0574,NA,2.3781,-0.0961,0.3600,0.09490007685353664,0.34435112419548597,0.07896811492000388,0.01021162691951344,0.1200038295033392,0.009123679810338601
AO,intercept only,2,13,6,0.4737165666965245,-184.34955476552022,NA,-0.1000*,0.0135,0.0137,-0.0048,0.0486,NA,0.0275,0.0338,0.0827°,0.1557**,0.1746***,0.1246**,0.0484,-0.0698,-0.1094*,-0.1051*,0.0062,0.0782°,0.0524,0.0961*,0.0996*,NA,NA,NA,NA,0.09791897465405285,0.38716256485721057,0.07915862317126508,0.014840456094552621,0.14280244213713827,0.01200296237455169
AO,d_prs ~ res_reg + factor(year) + factor(rgn_code),3,12,6,0.642335293208891,-170.0502607847622,NA,-0.0836°,0.0350,0.0395,-0.0101,0.0706*,NA,0.0393,0.0627°,0.1284**,0.1846***,0.1736***,0.0726,-0.0748,-0.1532**,-0.2005***,-0.0782°,-0.0326,0.0840°,0.0584,0.1039*,NA,NA,NA,-0.0713,NA,0.10049815695582008,0.5518021076831052,0.08350891342017182,0.014767407066387059,0.12567368108498633,0.012397384555206272
AO,d_prs ~ res_ecol + factor(year) + factor(rgn_code),3,12,6,0.638031244302454,-168.96172574259725,NA,5.7738,0.2287,0.2305,0.0117,0.2425,NA,0.1330,0.1941,0.1285**,0.1775**,0.1667**,0.0545,-0.0805,-0.1590**,-0.2128***,-0.0852°,-0.0483,0.0690,0.0384,0.0926°,NA,NA,-7.0275,NA,NA,0.09953000834275239,0.5490539514518371,0.08378774017867609,0.010937610750384411,0.11087510924855697,0.010115606328377528
AO,d_prs ~ res_soc + factor(year) + factor(rgn_code),3,12,5,0.6525617644782625,-151.92267055330035,NA,-0.9578°,NA,-0.1308°,0.0032,-0.0237,NA,-0.1534,-0.0793,0.1387**,0.1690***,0.1648**,0.0706,-0.0488,-0.1347*,-0.1897***,-0.0815°,-0.0418,0.0827°,0.0263,0.0594,NA,NA,NA,NA,1.5509°,0.09499595896370287,0.564554756671994,0.07939685390602937,0.013963412880054718,0.14977940103609944,0.012958086752591072
AO,d_prs ~ res_reg + res_ecol + factor(year) + factor(rgn_code),3,12,6,0.6377485639509453,-168.18148859813397,NA,13.1753,0.4668,0.4888,0.0160,0.4416,NA,0.2324,0.3847,0.1284**,0.1715**,0.1606*,0.0346,-0.0875,-0.1657**,-0.2128***,-0.0778°,-0.0444,0.0722,0.0469,0.1109*,NA,NA,-15.8483,-0.0758,NA,0.10224032316971056,0.5421458389114729,0.08533635577122627,0.01995012958125465,0.1250474068083646,0.014342836078545468
AO,d_prs ~ res_reg + res_soc + factor(year) + factor(rgn_code),3,12,5,0.6490066639396521,-150.46197077124268,NA,-0.7408,NA,-0.0947,-0.0121,-0.0134,NA,-0.1214,-0.0478,0.1365**,0.1659**,0.1595**,0.0632,-0.0587,-0.1422**,-0.1890***,-0.0784,-0.0336,0.0928°,0.0403,0.0729,NA,NA,NA,-0.0569,1.2041,0.09495893190156135,0.5734868047314756,0.0788099341334747,0.018058644845113988,0.15356648574896994,0.016076773650454682
AO,d_prs ~ res_ecol + res_soc + factor(year) + factor(rgn_code),3,12,5,0.6465718370350787,-149.9227559541002,NA,-0.5881,NA,-0.1302,-0.0078,-0.0252,NA,-0.1596,-0.0822,0.1387**,0.1686*,0.1644*,0.0695,-0.0492,-0.1351°,-0.1900**,-0.0815°,-0.0422,0.0824,0.0260,0.0595,NA,NA,-0.4269,NA,1.5493°,0.09306485078763618,0.5808256054562789,0.07855524435914892,0.013990420988712145,0.12036206337540206,0.011922168012768736
AO,d_prs ~ res_reg + res_ecol + res_soc + factor(year) + factor(rgn_code),3,12,5,0.6431654760726002,-148.5311430825018,NA,10.3720,NA,-0.0727,-0.3426,-0.0589,NA,-0.3047,-0.1303,0.1360**,0.1545*,0.1475°,0.0307,-0.0717,-0.1544*,-0.2000**,-0.0786,-0.0428,0.0841,0.0320,0.0781,NA,NA,-12.8010,-0.0639,1.1122,0.10143521957099283,0.5398542901212642,0.08594039973818506,0.01589852897308124,0.14792093974934004,0.012656915580482568
AO,intercept only,3,12,6,0.6429552320028787,-170.93537955259154,NA,-0.1049**,0.0372,0.0315,-0.0002,0.0778*,NA,0.0471,0.0517,0.1285**,0.1833***,0.1726***,0.0714,-0.0749,-0.1535**,-0.2072***,-0.0852°,-0.0428,0.0745,0.0440,0.0899°,NA,NA,NA,NA,NA,0.09737960341760316,0.5728481621745543,0.08191955352277758,0.010305593026652024,0.11146211361573685,0.0084185230979997
AO,d_prs ~ res_reg + factor(year) + factor(rgn_code),4,11,6,0.6799491903408259,-145.2044322339784,NA,-0.0306,0.0291,0.0362,-0.0088,0.0900*,NA,0.0456,0.0713°,0.1109*,0.1420**,0.0768,-0.0974°,-0.2011***,-0.2889***,-0.2232***,-0.1636**,-0.0732,0.0369,0.0132,NA,NA,NA,NA,-0.0860,NA,0.10311930673846359,0.6162262304820133,0.08393156036379361,0.013779390198573683,0.1003270011282909,0.012942011548836252
AO,d_prs ~ res_ecol + factor(year) + factor(rgn_code),4,11,6,0.6991794801062735,-150.4095725290481,NA,298.6234*,9.7778*,10.1826*,0.6077*,8.4932*,NA,4.4262*,7.3452*,0.1110*,-0.1554,-0.2204,-0.9558*,-0.4869***,-0.5697***,-0.5170***,-0.1721***,-0.3660**,-0.2551°,-0.2848*,NA,NA,NA,-357.0703*,NA,NA,0.09978734891611707,0.6588183471291316,0.080501519832386,0.014492771477006026,0.09614629323993969,0.01204724583337021
AO,d_prs ~ res_soc + factor(year) + factor(rgn_code),4,11,5,0.703207254990492,-133.44448524859138,NA,-1.3856*,NA,-0.1919*,0.0349,-0.0246,NA,-0.2234*,-0.1099,0.1168*,0.1251*,0.0781,-0.0719,-0.1566**,-0.2471***,-0.1999***,-0.1591**,-0.0619,0.0064,-0.0340,NA,NA,NA,NA,NA,2.3552*,0.09790710398348228,0.6475925011779945,0.07960313589540605,0.01654719034422298,0.12326859577822687,0.013781655286394988
AO,d_prs ~ res_reg + res_ecol + factor(year) + factor(rgn_code),4,11,6,0.7013891297163513,-150.33121578343122,NA,312.8299*,10.2359*,10.6721*,0.6212*,8.8806*,NA,4.6222*,7.7072*,0.1109*,-0.1675,-0.2328°,-0.9947*,-0.5003***,-0.5827***,-0.5207***,-0.1619**,-0.3645**,-0.2545°,-0.2770*,NA,NA,NA,-374.0159*,-0.1041,NA,0.10086477868112396,0.6380521284155384,0.0833846730657869,0.011000431151042168,0.09774477250094059,0.010353742494740964
AO,d_prs ~ res_reg + res_soc + factor(year) + factor(rgn_code),4,11,5,0.698442848523565,-131.643683661897,NA,-1.2375°,NA,-0.1684,0.0244,-0.0180,NA,-0.2014,-0.0887,0.1153*,0.1230*,0.0745,-0.0769,-0.1634**,-0.2522***,-0.1994***,-0.1570**,-0.0562,0.0133,-0.0245,NA,NA,NA,NA,-0.0389,2.1191°,0.10105967834401962,0.6246564124441694,0.0826688079536965,0.014826966239527724,0.1284688196014828,0.011777488892702016
AO,d_prs ~ res_ecol + res_soc + factor(year) + factor(rgn_code),4,11,5,0.7079904738088268,-133.9601489974761,NA,184.1322,NA,0.0746,-5.4661,-0.8262,NA,-3.4251,-1.5717,0.1152*,-0.0533,-0.1019,-0.5897,-0.3363*,-0.4215**,-0.3762**,-0.1621**,-0.2312°,-0.1612,-0.2017,NA,NA,NA,-214.5971,NA,2.0873*,0.09435639667731,0.6909741212810944,0.07815174836094617,0.013458454548123774,0.10740428025244232,0.011211393062337292
AO,d_prs ~ res_reg + res_ecol + res_soc + factor(year) + factor(rgn_code),4,11,5,0.7049672640406965,-132.59002667757275,NA,203.2515,NA,0.1435,-6.0438,-0.8958,NA,-3.7114,-1.6825,0.1124*,-0.0752,-0.1267,-0.6513,-0.3666*,-0.4484**,-0.3932**,-0.1586**,-0.2384°,-0.1660,-0.2017,NA,NA,NA,-236.4082,-0.0694,1.6395,0.0989787790359021,0.6492792368515643,0.08234906672208722,0.02189948671316159,0.12194512717436937,0.0192053328355036
AO,intercept only,4,11,6,0.6801835322171813,-145.983492079798,NA,-0.0570,0.0327,0.0299,0.0036,0.0991**,NA,0.0550,0.0580,0.1110*,0.1405**,0.0755,-0.0988*,-0.2012***,-0.2891***,-0.2313***,-0.1721***,-0.0855°,0.0254,-0.0042,NA,NA,NA,NA,NA,NA,0.10257953724635684,0.6319675504655721,0.08328266336513243,0.01878466898474922,0.1221090978988026,0.016668529645018557
AO,d_prs ~ res_reg + factor(year) + factor(rgn_code),5,10,6,0.7274997943484169,-139.90812939746786,NA,0.0112,0.0156,0.0233,-0.0151,0.1039**,NA,0.0582,0.0883*,0.0859°,0.0660,-0.0791°,-0.2058***,-0.3164***,-0.2932***,-0.2821***,-0.1834***,-0.0960°,0.0140,NA,NA,NA,NA,NA,-0.1265,NA,0.10035183099852472,0.6859522087086293,0.07884559348524389,0.01604948485736488,0.07280515838167778,0.012347462304725006
AO,d_prs ~ res_ecol + factor(year) + factor(rgn_code),5,10,6,0.7388341542484737,-143.17937729478848,NA,267.6654*,8.7566*,9.1204*,0.5453*,7.6413*,NA,3.9913*,6.6003*,0.0860°,-0.2015,-0.3462*,-0.9760*,-0.5725***,-0.5450***,-0.5500***,-0.1958***,-0.3655**,-0.2544°,NA,NA,NA,NA,-320.0272*,NA,NA,0.09965045723566802,0.6987258663140593,0.08071475947448158,0.022160407903309545,0.10137819391002308,0.018918675375645167
AO,d_prs ~ res_soc + factor(year) + factor(rgn_code),5,10,5,0.7592492136188149,-130.68552443796705,NA,-1.9216**,NA,-0.2647**,0.0743,-0.0208,NA,-0.2889*,-0.1304°,0.0963*,0.0641,-0.0445,-0.1557**,-0.2305***,-0.2214***,-0.2386***,-0.1468**,-0.0997*,-0.0261,NA,NA,NA,NA,NA,NA,3.2814**,0.09288609933572636,0.7258945741083952,0.07538421500379215,0.02001416971956715,0.10202417773989943,0.018005519652791825
AO,d_prs ~ res_reg + res_ecol + factor(year) + factor(rgn_code),5,10,6,0.7451916429753603,-144.39322960497782,NA,284.1340*,9.2843*,9.6825*,0.5567*,8.0871*,NA,4.2155*,7.0231*,0.0859°,-0.2152,-0.3603**,-1.0207**,-0.5881***,-0.5600***,-0.5522***,-0.1817***,-0.3604**,-0.2506°,NA,NA,NA,NA,-339.6608*,-0.1436,NA,0.09536877992513165,0.7031510266444457,0.07731900031005033,0.01680387087799142,0.09201402224406896,0.01361631304633944
AO,d_prs ~ res_reg + res_soc + factor(year) + factor(rgn_code),5,10,5,0.755403129186445,-129.00035593262305,NA,-1.7319*,NA,-0.2365*,0.0609,-0.0129,NA,-0.2607*,-0.1035,0.0944*,0.0614,-0.0491,-0.1621**,-0.2392***,-0.2279***,-0.2379***,-0.1440**,-0.0923°,-0.0171,NA,NA,NA,NA,NA,-0.0507,2.9798*,0.09577276096991534,0.7015112426780767,0.07880129647205782,0.017831636571891102,0.10786545559061862,0.015641945231967855
AO,d_prs ~ res_ecol + res_soc + factor(year) + factor(rgn_code),5,10,5,0.75890340046822935,-129.95166336541897,NA,122.2702,NA,-0.0820,-3.6089,-0.5559,NA,-2.4263,-1.1065,0.0949*,-0.0559,-0.1659,-0.5035,-0.3522*,-0.3392*,-0.3574**,-0.1493**,-0.2132°,-0.1382,NA,NA,NA,NA,-143.6252,NA,3.0531**,0.0976581766739101,0.678723004036176,0.07904105518104364,0.015316240370294928,0.10337134790806075,0.014182686332715662
AO,d_prs ~ res_reg + res_ecol + res_soc + factor(year) + factor(rgn_code),5,10,5,0.7562764903531891,-128.62596323635245,NA,141.6933,NA,-0.0120,-4.1965,-0.6266,NA,-2.7139,-1.2172,0.0920°,-0.0784,-0.1914,-0.5665,-0.3838*,-0.3671*,-0.3747**,-0.1455**,-0.2198°,-0.1422,NA,NA,NA,NA,-165.7629,-0.0750,2.5716*,0.10124181168084126,0.6831968294854921,0.08256436673706884,0.014088738289866783,0.09087782501214896,0.011117040193570982
AO,intercept only,5,10,6,0.7238397153432835,-139.58664190679482,NA,-0.0290,0.0227,0.0199,0.0041,0.1178**,NA,0.0724°,0.0688°,0.0860°,0.0637,-0.0810°,-0.2079***,-0.3165***,-0.2936***,-0.2940***,-0.1958***,-0.1141*,-0.0029,NA,NA,NA,NA,NA,NA,NA,0.09827377388945147,0.6782953810797375,0.07904283874859953,0.011891660714089376,0.08777941115475896,0.01051926890616186
AO,d_prs ~ res_reg + factor(year) + factor(rgn_code),6,9,6,0.7296903033142753,-137.06381785210897,NA,0.0221,0.0092,0.0051,-0.0276,0.1274**,NA,0.0789*,0.1117**,0.0350,-0.0682,-0.1666***,-0.2984***,-0.2949***,-0.3286***,-0.2765***,-0.1824***,-0.0934*,NA,NA,NA,NA,NA,NA,-0.1590,NA,0.09308910684411492,0.6887955218596977,0.07492586248191418,0.014589543567514136,0.09447430043042204,0.014191910601735091
AO,d_prs ~ res_ecol + factor(year) + factor(rgn_code),6,9,6,0.7246069487977911,-135.75964589972506,NA,133.7913,4.3867,4.5600,0.2682,3.9070,NA,2.0572,3.3526,0.0351,-0.2035,-0.3016*,-0.6850°,-0.4231**,-0.4548***,-0.4195**,-0.1981***,-0.2419°,NA,NA,NA,NA,NA,-159.9835,NA,NA,0.09390772230810444,0.6849427272342334,0.07658177025866396,0.008511682976138206,0.06918943962921396,0.009578397985673818
AO,d_prs ~ res_soc + factor(year) + factor(rgn_code),6,9,5,0.7714821205326445,-128.51626943467775,NA,-2.4638***,NA,-0.3416***,0.1010*,-0.0056,NA,-0.3482**,-0.1397*,0.0549,-0.0415,-0.1132*,-0.2121***,-0.1738**,-0.2275***,-0.1974***,-0.1509**,-0.0982*,NA,NA,NA,NA,NA,NA,NA,4.1722***,0.08791588877294931,0.7137413033879829,0.06853911304854952,0.019670707288309473,0.12881006765654582,0.014796109880603142
AO,d_prs ~ res_reg + res_ecol + factor(year) + factor(rgn_code),6,9,6,0.7322441275602117,-137.0616794356687,NA,148.0987,4.8394,5.0392,0.2700,4.2880,NA,2.2463,3.7262,0.0350,-0.2147°,-0.3132*,-0.7231*,-0.4365***,-0.4677***,-0.4172**,-0.1815***,-0.2311°,NA,NA,NA,NA,NA,-177.0212,-0.1687,NA,0.09840463440060387,0.657629292319168,0.08100512864318958,0.019518460599040572,0.1276033342020472,0.018259665433989433
AO,d_prs ~ res_reg + res_soc + factor(year) + factor(rgn_code),6,9,5,0.7679557394730084,-126.97681989561721,NA,-2.2198**,NA,-0.3082**,0.0837,0.0035,NA,-0.3119*,-0.1054,0.0526,-0.0448,-0.1191*,-0.2202***,-0.1848**,-0.2358***,-0.1962***,-0.1470**,-0.0883°,NA,NA,NA,NA,NA,NA,-0.0677,3.7866**,0.08775693196850883,0.7143720507317523,0.06930168928647927,0.022517239754217596,0.1517361380740582,0.018247135687610713
AO,d_prs ~ res_ecol + res_soc + factor(year) + factor(rgn_code),6,9,5,0.7665626273362413,-126.61767800123528,NA,-35.2842,NA,-0.3922°,1.0749,0.1350,NA,0.2133,0.1169,0.0555,-0.0094,-0.0807,-0.1196,-0.1408,-0.1957,-0.1655,-0.1500**,-0.0681,NA,NA,NA,NA,NA,37.9370,NA,4.2606***,0.08556151758397108,0.7165081104048892,0.06577759656831104,0.020448970333557505,0.14329230280237976,0.013829506621124225
AO,d_prs ~ res_reg + res_ecol + res_soc + factor(year) + factor(rgn_code),6,9,5,0.7625483261023968,-125.00649016981492,NA,-20.3811,NA,-0.3382,0.6231,0.0807,NA,-0.0035,0.0345,0.0530,-0.0269,-0.1008,-0.1686,-0.1659,-0.2178,-0.1786,-0.1467**,-0.0722,NA,NA,NA,NA,NA,20.9763,-0.0638,3.8578*,0.09578174888770509,0.6714411185376333,0.07697114337383586,0.02181318608795877,0.12755522588411425,0.01828990577006282
AO,intercept only,6,9,6,0.7235756063150676,-136.18953738066793,NA,-0.0306,0.0208,0.0101,-0.0022,0.1458***,NA,0.0974*,0.0874*,0.0351,-0.0710,-0.1690***,-0.3010***,-0.2951***,-0.3291***,-0.2915***,-0.1981***,-0.1162*,NA,NA,NA,NA,NA,NA,NA,NA,0.0937021759549204,0.6954247585114455,0.0766413687095029,0.016429417937956343,0.09412378312236727,0.013975972335269931
CPP,d_prs ~ res_reg + factor(year) + factor(rgn_code),1,14,6,0.3059829253438149,-197.40057488693472,NA,-0.0002,-0.1037**,-0.1022**,-0.0966**,-0.0678*,NA,-0.0608°,-0.0700*,0.0492,0.1065*,0.1206**,0.1000*,0.0434,-0.0210,-0.0133,0.0392,0.0216,0.0876°,0.0743,0.1782***,0.1531**,0.1455**,NA,-0.0243,NA,0.09684818707763689,0.24550822189028598,0.06346733450601537,0.02620982807585266,0.14167112751594962,0.013211362815288062
CPP,d_prs ~ res_ecol + factor(year) + factor(rgn_code),1,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CPP,d_prs ~ res_soc + factor(year) + factor(rgn_code),1,14,5,0.6231131942484109,-369.10516637641996,NA,0.0463,NA,0.0058,0.0335,0.0615**,NA,0.0765**,0.0611*,0.0119,0.0471**,0.0415*,0.0372*,0.0107,-0.0304°,-0.0334*,0.0045,-0.0006,0.0236,0.0288°,0.0553***,0.0824***,0.0713***,NA,NA,-0.1661,0.031813797829166254,0.5530337776281508,0.023212440043092992,0.008088279072954188,0.12442668640473076,0.004852280087557375
CPP,d_prs ~ res_reg + res_ecol + factor(year) + factor(rgn_code),1,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CPP,d_prs ~ res_reg + res_soc + factor(year) + factor(rgn_code),1,14,5,0.6394446293902638,-372.40600014050574,NA,0.4048*,NA,0.0639*,0.1036*,0.1383**,NA,0.1754**,0.1940**,0.0130,0.0495**,0.0451**,0.0420*,0.0160,-0.0259,-0.0191,0.0172,0.0164,0.0392*,0.0456*,0.0721***,0.0991***,0.0880***,NA,-0.0795*,-0.7165*,0.03112551995123533,0.5984301461517184,0.023194585799250784,0.006665414558396193,0.12340069632416947,0.004289421777036703
CPP,d_prs ~ res_ecol + res_soc + factor(year) + factor(rgn_code),1,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CPP,d_prs ~ res_reg + res_ecol + res_soc + factor(year) + factor(rgn_code),1,NA,NA,NA,NA,NA model,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CPP,intercept only,1,14,6,0.31246589080020504,-199.1285126122069,NA,-0.0048,-0.1018**,-0.1070***,-0.0920**,-0.0647*,NA,-0.0570°,-0.0746*,0.0492,0.1064*,0.1205**,0.0999*,0.0437,-0.0209,-0.0163,0.0363,0.0170,0.0830°,0.0693,0.1732***,0.1481**,0.1405**,NA,NA,NA,0.0910602941470305,0.2963959267790896,0.06035668600521999,0.02895939200816655,0.16069636322555095,0.0139777727371043
